"formula","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C12H17O6N1","unsaturated/lignin","unsaturated/lignin",0.125,-0.1667,1.42,0.5,-2,5,-0.1667
"C13H21O5N1","aliphatic","aliphatic+N",0.0526,-0.6154,1.62,0.38,-2,4,-0.1538
"C14H25O4N1","aliphatic","aliphatic+N",0,-1,1.79,0.29,-2,3,-0.1429
"C11H12O6S1","unsaturated/lignin","unsaturated/lignin",0.2857,0.1818,1.09,0.55,-1,6,-0.0909
"C15H12O5","aromatic","aromatic",0.6,-0.1333,0.8,0.33,5,10,0.3333
"C12H16O5S1","unsaturated/lignin","unsaturated/lignin",0.1765,-0.3333,1.33,0.42,-1,5,-0.0833
"C12H16O7","unsaturated/lignin","unsaturated/lignin",0.1765,-0.1667,1.33,0.58,-2,5,-0.1667
"C16H16O4","unsaturated/lignin","unsaturated/lignin",0.5,-0.5,1,0.25,5,9,0.3125
"C13H20O6","aliphatic","aliphatic",0.1,-0.6154,1.54,0.46,-2,4,-0.1538
"C14H24O5","aliphatic","aliphatic",0.0435,-1,1.71,0.36,-2,3,-0.1429
"C15H28O4","aliphatic","aliphatic",0,-1.3333,1.87,0.27,-2,2,-0.1333
"C16H32O3","aliphatic","lipid",-0.0345,-1.625,2,0.19,-2,1,-0.125
"C12H19O4N1S1","aliphatic","aliphatic+N",0,-0.5,1.58,0.33,-2,4,-0.1667
"C13H23O5N1","aliphatic","aliphatic+N",-0.0526,-0.7692,1.77,0.38,-3,3,-0.2308
"C10H10O7S1","unsaturated/lignin","unsaturated/lignin",0.2727,0.6,1,0.7,-2,6,-0.2
"C14H10O6","aromatic","aromatic",0.6364,0.1429,0.71,0.43,4,10,0.2857
"C11H14O6S1","unsaturated/lignin","unsaturated/lignin",0.1429,0,1.27,0.55,-2,5,-0.1818
"C15H14O5","aromatic","aromatic",0.52,-0.2667,0.93,0.33,4,9,0.2667
"C12H18O5S1","aliphatic","aliphatic",0.0588,-0.5,1.5,0.42,-2,4,-0.1667
"C12H18O7","aliphatic","aliphatic",0.0588,-0.3333,1.5,0.58,-3,4,-0.25
"C16H18O4","unsaturated/lignin","unsaturated/lignin",0.4286,-0.625,1.12,0.25,4,8,0.25
"C13H22O4S1","aliphatic","aliphatic",0,-0.9231,1.69,0.31,-2,3,-0.1538
"C13H22O6","aliphatic","aliphatic",0,-0.7692,1.69,0.46,-3,3,-0.2308
"C17H22O3","unsaturated/lignin","unsaturated/lignin",0.3548,-0.9412,1.29,0.18,4,7,0.2353
"C14H26O5","aliphatic","aliphatic",-0.0435,-1.1429,1.86,0.36,-3,2,-0.2143
"C15H30O4","aliphatic","lipid",-0.0769,-1.4667,2,0.27,-3,1,-0.2
"C14H13O5N1","aromatic","aromatic",0.5238,0,0.93,0.36,3,9,0.2143
"C15H17O4N1","unsaturated/lignin","unsaturated/lignin",0.4167,-0.4,1.13,0.27,3,8,0.2
"C12H21O4N1S1","aliphatic","aliphatic+N",-0.125,-0.6667,1.75,0.33,-3,3,-0.25
"C13H8O7","condensed aromatic","condensed aromatic",0.6842,0.4615,0.62,0.54,3,10,0.2308
"C10H12O7S1","unsaturated/lignin","unsaturated/lignin",0.0909,0.4,1.2,0.7,-3,5,-0.3
"C14H12O6","aromatic","aromatic",0.5455,0,0.86,0.43,3,9,0.2143
"C11H16O6S1","unsaturated/lignin","unsaturated/lignin",0,-0.1818,1.45,0.55,-3,4,-0.2727
"C15H16O5","unsaturated/lignin","unsaturated/lignin",0.44,-0.4,1.07,0.33,3,8,0.2
"C12H20O5S1","aliphatic","aliphatic",-0.0588,-0.6667,1.67,0.42,-3,3,-0.25
"C12H20O7","aliphatic","aliphatic",-0.0588,-0.5,1.67,0.58,-4,3,-0.3333
"C16H20O4","unsaturated/lignin","unsaturated/lignin",0.3571,-0.75,1.25,0.25,3,7,0.1875
"C13H24O6","aliphatic","aliphatic",-0.1,-0.9231,1.85,0.46,-4,2,-0.3077
"C17H24O3","unsaturated/lignin","unsaturated/lignin",0.2903,-1.0588,1.41,0.18,3,6,0.1765
"C14H28O5","aliphatic","lipid",-0.1304,-1.2857,2,0.36,-4,1,-0.2857
"C14H15O5N1","unsaturated/lignin","unsaturated/lignin",0.4286,-0.1429,1.07,0.36,2,8,0.1429
"C15H19O4N1","unsaturated/lignin","unsaturated/lignin",0.3333,-0.5333,1.27,0.27,2,7,0.1333
"C13H10O7","aromatic","aromatic",0.5789,0.3077,0.77,0.54,2,9,0.1538
"C10H14O7S1","unsaturated/lignin","unsaturated/lignin",-0.0909,0.2,1.4,0.7,-4,4,-0.4
"C14H14O6","unsaturated/lignin","unsaturated/lignin",0.4545,-0.1429,1,0.43,2,8,0.1429
"C11H18O6S1","aliphatic","aliphatic",-0.1429,-0.3636,1.64,0.55,-4,3,-0.3636
"C11H18O8","aliphatic","aliphatic",-0.1429,-0.1818,1.64,0.73,-5,3,-0.4545
"C15H18O5","unsaturated/lignin","unsaturated/lignin",0.36,-0.5333,1.2,0.33,2,7,0.1333
"C12H22O5S1","aliphatic","aliphatic",-0.1765,-0.8333,1.83,0.42,-4,2,-0.3333
"C12H22O7","aliphatic","aliphatic",-0.1765,-0.6667,1.83,0.58,-5,2,-0.4167
"C16H22O4","unsaturated/lignin","unsaturated/lignin",0.2857,-0.875,1.38,0.25,2,6,0.125
"C13H26O6","aliphatic","lipid",-0.2,-1.0769,2,0.46,-5,1,-0.3846
"C17H26O3","aliphatic","aliphatic",0.2258,-1.1765,1.53,0.18,2,5,0.1176
"C13H13O6N1","unsaturated/lignin","unsaturated/lignin",0.4444,0.1538,1,0.46,1,8,0.0769
"C14H17O5N1","unsaturated/lignin","unsaturated/lignin",0.3333,-0.2857,1.21,0.36,1,7,0.0714
"C15H21O4N1","unsaturated/lignin","unsaturated/lignin",0.25,-0.6667,1.4,0.27,1,6,0.0667
"C12H8O8","aromatic","aromatic",0.625,0.6667,0.67,0.67,1,9,0.0833
"C13H12O7","unsaturated/lignin","unsaturated/lignin",0.4737,0.1538,0.92,0.54,1,8,0.0769
"C14H16O4S1","unsaturated/lignin","unsaturated/lignin",0.3636,-0.4286,1.14,0.29,2,7,0.1429
"C14H16O6","unsaturated/lignin","unsaturated/lignin",0.3636,-0.2857,1.14,0.43,1,7,0.0714
"C11H20O6S1","aliphatic","aliphatic",-0.2857,-0.5455,1.82,0.55,-5,2,-0.4545
"C15H20O3S1","unsaturated/lignin","unsaturated/lignin",0.28,-0.8,1.33,0.2,2,6,0.1333
"C15H20O5","unsaturated/lignin","unsaturated/lignin",0.28,-0.6667,1.33,0.33,1,6,0.0667
"C12H24O5S1","aliphatic","lipid",-0.2941,-1,2,0.42,-5,1,-0.4167
"C16H24O4","aliphatic","aliphatic",0.2143,-1,1.5,0.25,1,5,0.0625
"C13H28O4S1","aliphatic","lipid",-0.3,-1.3846,2.15,0.31,-5,0,-0.3846
"C13H15O6N1","unsaturated/lignin","unsaturated/lignin",0.3333,0,1.15,0.46,0,7,0
"C14H19O5N1","unsaturated/lignin","unsaturated/lignin",0.2381,-0.4286,1.36,0.36,0,6,0
"C15H23O4N1","aliphatic","aliphatic+N",0.1667,-0.8,1.53,0.27,0,5,0
"C12H10O8","unsaturated/lignin","unsaturated/lignin",0.5,0.5,0.83,0.67,0,8,0
"C16H10O5","condensed aromatic","condensed aromatic",0.7037,0,0.62,0.31,7,12,0.4375
"C13H14O5S1","unsaturated/lignin","unsaturated/lignin",0.3684,-0.1538,1.08,0.38,1,7,0.0769
"C13H14O7","unsaturated/lignin","unsaturated/lignin",0.3684,0,1.08,0.54,0,7,0
"C10H18O7S1","aliphatic","aliphatic",-0.4545,-0.2,1.8,0.7,-6,2,-0.6
"C17H14O4","aromatic","aromatic",0.6,-0.3529,0.82,0.24,7,11,0.4118
"C14H18O6","unsaturated/lignin","unsaturated/lignin",0.2727,-0.4286,1.29,0.43,0,6,0
"C11H22O6S1","aliphatic","lipid",-0.4286,-0.7273,2,0.55,-6,1,-0.5455
"C15H22O5","unsaturated/lignin","unsaturated/lignin",0.2,-0.8,1.47,0.33,0,5,0
"C12H26O5S1","aliphatic","lipid",-0.4118,-1.1667,2.17,0.42,-6,0,-0.5
"C16H26O4","aliphatic","aliphatic",0.1429,-1.125,1.62,0.25,0,4,0
"C18H34O2","aliphatic","aliphatic",0.0588,-1.6667,1.89,0.11,0,2,0
"C12H13O7N1","unsaturated/lignin","unsaturated/lignin",0.3333,0.3333,1.08,0.58,-1,7,-0.0833
"C14H21O5N1","aliphatic","aliphatic+N",0.1429,-0.5714,1.5,0.36,-1,5,-0.0714
"C15H25O4N1","aliphatic","aliphatic+N",0.0833,-0.9333,1.67,0.27,-1,4,-0.0667
"C15H8O6","condensed aromatic","condensed aromatic",0.75,0.2667,0.53,0.4,6,12,0.4
"C12H12O6S1","unsaturated/lignin","unsaturated/lignin",0.375,0.1667,1,0.5,0,7,0
"C12H12O8","unsaturated/lignin","unsaturated/lignin",0.375,0.3333,1,0.67,-1,7,-0.0833
"C16H12O5","aromatic","aromatic",0.6296,-0.125,0.75,0.31,6,11,0.375
"C13H16O5S1","unsaturated/lignin","unsaturated/lignin",0.2632,-0.3077,1.23,0.38,0,6,0
"C17H16O2S1","aromatic","aromatic",0.5333,-0.5882,0.94,0.12,7,10,0.4118
"C13H16O7","unsaturated/lignin","unsaturated/lignin",0.2632,-0.1538,1.23,0.54,-1,6,-0.0769
"C10H20O7S1","aliphatic","lipid",-0.6364,-0.4,2,0.7,-7,1,-0.7
"C17H16O4","aromatic","aromatic",0.5333,-0.4706,0.94,0.24,6,10,0.3529
"C14H20O4S1","unsaturated/lignin","unsaturated/lignin",0.1818,-0.7143,1.43,0.29,0,5,0
"C14H21O4P1","aliphatic","aliphatic",0.1818,-0.9286,1.5,0.29,0,5,0
"C14H20O6","unsaturated/lignin","unsaturated/lignin",0.1818,-0.5714,1.43,0.43,-1,5,-0.0714
"C11H24O6S1","aliphatic","lipid",-0.5714,-0.9091,2.18,0.55,-7,0,-0.6364
"C18H20O3","unsaturated/lignin","unsaturated/lignin",0.4545,-0.7778,1.11,0.17,6,9,0.3333
"C15H24O3S1","aliphatic","aliphatic",0.12,-1.0667,1.6,0.2,0,4,0
"C15H25O3P1","aliphatic","aliphatic",0.12,-1.2667,1.67,0.2,0,4,0
"C15H24O5","aliphatic","aliphatic",0.12,-0.9333,1.6,0.33,-1,4,-0.0667
"C19H24O2","unsaturated/lignin","unsaturated/lignin",0.3889,-1.0526,1.26,0.11,6,8,0.3158
"C16H28O4","aliphatic","aliphatic",0.0714,-1.25,1.75,0.25,-1,3,-0.0625
"C18H36O2","aliphatic","lipid",0,-1.7778,2,0.11,-1,1,-0.0556
"C12H15O7N1","unsaturated/lignin","unsaturated/lignin",0.2,0.1667,1.25,0.58,-2,6,-0.1667
"C13H19O6N1","unsaturated/lignin","unsaturated/lignin",0.1111,-0.3077,1.46,0.46,-2,5,-0.1538
"C14H23O5N1","aliphatic","aliphatic+N",0.0476,-0.7143,1.64,0.36,-2,4,-0.1429
"C15H10O6","condensed aromatic","condensed aromatic",0.6667,0.1333,0.67,0.4,5,11,0.3333
"C12H14O6S1","unsaturated/lignin","unsaturated/lignin",0.25,0,1.17,0.5,-1,6,-0.0833
"C12H14O8","unsaturated/lignin","unsaturated/lignin",0.25,0.1667,1.17,0.67,-2,6,-0.1667
"C16H14O5","aromatic","aromatic",0.5556,-0.25,0.88,0.31,5,10,0.3125
"C13H18O5S1","unsaturated/lignin","unsaturated/lignin",0.1579,-0.4615,1.38,0.38,-1,5,-0.0769
"C13H18O7","unsaturated/lignin","unsaturated/lignin",0.1579,-0.3077,1.38,0.54,-2,5,-0.1538
"C17H18O4","unsaturated/lignin","unsaturated/lignin",0.4667,-0.5882,1.06,0.24,5,9,0.2941
"C14H22O4S1","aliphatic","aliphatic",0.0909,-0.8571,1.57,0.29,-1,4,-0.0714
"C14H22O6","aliphatic","aliphatic",0.0909,-0.7143,1.57,0.43,-2,4,-0.1429
"C15H26O5","aliphatic","aliphatic",0.04,-1.0667,1.73,0.33,-2,3,-0.1333
"C16H30O4","aliphatic","aliphatic",0,-1.375,1.88,0.25,-2,2,-0.125
"C15H13O5N1","aromatic","aromatic",0.5652,0,0.87,0.33,4,10,0.2667
"C12H17O5N1S1","unsaturated/lignin","unsaturated/lignin",0.0667,-0.1667,1.42,0.42,-2,5,-0.1667
"C13H21O6N1","aliphatic","aliphatic+N",0,-0.4615,1.62,0.46,-3,4,-0.2308
"C14H25O5N1","aliphatic","aliphatic+N",-0.0476,-0.8571,1.79,0.36,-3,3,-0.2143
"C10H8O8S1","unsaturated/lignin","unsaturated/lignin",0.4,1,0.8,0.8,-2,7,-0.2
"C14H8O7","condensed aromatic","condensed aromatic",0.7143,0.4286,0.57,0.5,4,11,0.2857
"C11H12O7S1","unsaturated/lignin","unsaturated/lignin",0.2308,0.3636,1.09,0.64,-2,6,-0.1818
"C9H16O8","aliphatic","aliphatic",-0.4,0,1.78,0.89,-6,2,-0.6667
"C15H12O6","aromatic","aromatic",0.5833,0,0.8,0.4,4,10,0.2667
"C12H16O6S1","unsaturated/lignin","unsaturated/lignin",0.125,-0.1667,1.33,0.5,-2,5,-0.1667
"C12H16O8","unsaturated/lignin","unsaturated/lignin",0.125,0,1.33,0.67,-3,5,-0.25
"C16H16O5","unsaturated/lignin","unsaturated/lignin",0.4815,-0.375,1,0.31,4,9,0.25
"C13H20O5S1","aliphatic","aliphatic",0.0526,-0.6154,1.54,0.38,-2,4,-0.1538
"C13H20O7","aliphatic","aliphatic",0.0526,-0.4615,1.54,0.54,-3,4,-0.2308
"C17H20O4","unsaturated/lignin","unsaturated/lignin",0.4,-0.7059,1.18,0.24,4,8,0.2353
"C14H24O6","aliphatic","aliphatic",0,-0.8571,1.71,0.43,-3,3,-0.2143
"C15H28O5","aliphatic","aliphatic",-0.04,-1.2,1.87,0.33,-3,2,-0.2
"C19H28O2","unsaturated/lignin","unsaturated/lignin",0.2778,-1.2632,1.47,0.11,4,6,0.2105
"C16H32O4","aliphatic","lipid",-0.0714,-1.5,2,0.25,-3,1,-0.1875
"C15H15O5N1","unsaturated/lignin","unsaturated/lignin",0.4783,-0.1333,1,0.33,3,9,0.2
"C12H19O5N1S1","aliphatic","aliphatic+N",-0.0667,-0.3333,1.58,0.42,-3,4,-0.25
"C10H10O8S1","unsaturated/lignin","unsaturated/lignin",0.2,0.8,1,0.8,-3,6,-0.3
"C14H10O7","aromatic","aromatic",0.619,0.2857,0.71,0.5,3,10,0.2143
"C11H14O7S1","unsaturated/lignin","unsaturated/lignin",0.0769,0.1818,1.27,0.64,-3,5,-0.2727
"C15H14O6","unsaturated/lignin","unsaturated/lignin",0.5,-0.1333,0.93,0.4,3,9,0.2
"C12H18O6S1","aliphatic","aliphatic",0,-0.3333,1.5,0.5,-3,4,-0.25
"C12H19O6P1","aliphatic","aliphatic",0,-0.5833,1.58,0.5,-3,4,-0.25
"C12H18O8","aliphatic","aliphatic",0,-0.1667,1.5,0.67,-4,4,-0.3333
"C16H18O5","unsaturated/lignin","unsaturated/lignin",0.4074,-0.5,1.12,0.31,3,8,0.1875
"C13H22O5S1","aliphatic","aliphatic",-0.0526,-0.7692,1.69,0.38,-3,3,-0.2308
"C13H22O7","aliphatic","aliphatic",-0.0526,-0.6154,1.69,0.54,-4,3,-0.3077
"C17H22O4","unsaturated/lignin","unsaturated/lignin",0.3333,-0.8235,1.29,0.24,3,7,0.1765
"C14H26O6","aliphatic","aliphatic",-0.0909,-1,1.86,0.43,-4,2,-0.2857
"C18H26O3","unsaturated/lignin","unsaturated/lignin",0.2727,-1.1111,1.44,0.17,3,6,0.1667
"C15H30O5","aliphatic","lipid",-0.12,-1.3333,2,0.33,-4,1,-0.2667
"C11H17O6N1S1","aliphatic","aliphatic+N",-0.1667,0,1.55,0.55,-4,4,-0.3636
"C15H17O5N1","unsaturated/lignin","unsaturated/lignin",0.3913,-0.2667,1.13,0.33,2,8,0.1333
"C13H8O8","condensed aromatic","condensed aromatic",0.6667,0.6154,0.62,0.62,2,10,0.1538
"C14H12O5S1","aromatic","aromatic",0.5238,0,0.86,0.36,3,9,0.2143
"C18H12O2S1","condensed aromatic","condensed aromatic",0.6875,-0.3333,0.67,0.11,10,13,0.5556
"C14H12O7","aromatic","aromatic",0.5238,0.1429,0.86,0.5,2,9,0.1429
"C11H16O7S1","unsaturated/lignin","unsaturated/lignin",-0.0769,0,1.45,0.64,-4,4,-0.3636
"C15H16O6","unsaturated/lignin","unsaturated/lignin",0.4167,-0.2667,1.07,0.4,2,8,0.1333
"C12H20O6S1","aliphatic","aliphatic",-0.125,-0.5,1.67,0.5,-4,3,-0.3333
"C12H20O8","aliphatic","aliphatic",-0.125,-0.3333,1.67,0.67,-5,3,-0.4167
"C17H20O2","unsaturated/lignin","unsaturated/lignin",0.4375,-0.9412,1.18,0.12,6,8,0.3529
"C16H20O5","unsaturated/lignin","unsaturated/lignin",0.3333,-0.625,1.25,0.31,2,7,0.125
"C13H24O5S1","aliphatic","aliphatic",-0.1579,-0.9231,1.85,0.38,-4,2,-0.3077
"C13H24O7","aliphatic","aliphatic",-0.1579,-0.7692,1.85,0.54,-5,2,-0.3846
"C17H24O4","unsaturated/lignin","unsaturated/lignin",0.2667,-0.9412,1.41,0.24,2,6,0.1176
"C14H28O6","aliphatic","lipid",-0.1818,-1.1429,2,0.43,-5,1,-0.3571
"C18H28O3","aliphatic","aliphatic",0.2121,-1.2222,1.56,0.17,2,5,0.1111
"C14H15O6N1","unsaturated/lignin","unsaturated/lignin",0.4,0,1.07,0.43,1,8,0.0714
"C16H23O4N1","unsaturated/lignin","unsaturated/lignin",0.2308,-0.75,1.44,0.25,1,6,0.0625
"C13H10O8","aromatic","aromatic",0.5556,0.4615,0.77,0.62,1,9,0.0769
"C14H14O7","unsaturated/lignin","unsaturated/lignin",0.4286,0,1,0.5,1,8,0.0714
"C11H18O7S1","aliphatic","aliphatic",-0.2308,-0.1818,1.64,0.64,-5,3,-0.4545
"C15H18O4S1","unsaturated/lignin","unsaturated/lignin",0.3333,-0.5333,1.2,0.27,2,7,0.1333
"C15H18O6","unsaturated/lignin","unsaturated/lignin",0.3333,-0.4,1.2,0.4,1,7,0.0667
"C12H22O6S1","aliphatic","aliphatic",-0.25,-0.6667,1.83,0.5,-5,2,-0.4167
"C16H22O5","unsaturated/lignin","unsaturated/lignin",0.2593,-0.75,1.38,0.31,1,6,0.0625
"C13H26O5S1","aliphatic","lipid",-0.2632,-1.0769,2,0.38,-5,1,-0.3846
"C17H26O4","aliphatic","aliphatic",0.2,-1.0588,1.53,0.24,1,5,0.0588
"C14H30O4S1","aliphatic","lipid",-0.2727,-1.4286,2.14,0.29,-5,0,-0.3571
"C14H17O6N1","unsaturated/lignin","unsaturated/lignin",0.3,-0.1429,1.21,0.43,0,7,0
"C15H21O5N1","unsaturated/lignin","unsaturated/lignin",0.2174,-0.5333,1.4,0.33,0,6,0
"C13H12O8","unsaturated/lignin","unsaturated/lignin",0.4444,0.3077,0.92,0.62,0,8,0
"C17H12O5","aromatic","aromatic",0.6552,-0.1176,0.71,0.29,7,12,0.4118
"C14H16O7","unsaturated/lignin","unsaturated/lignin",0.3333,-0.1429,1.14,0.5,0,7,0
"C11H20O7S1","aliphatic","aliphatic",-0.3846,-0.3636,1.82,0.64,-6,2,-0.5455
"C18H16O4","aromatic","aromatic",0.5625,-0.4444,0.89,0.22,7,11,0.3889
"C15H20O6","unsaturated/lignin","unsaturated/lignin",0.25,-0.5333,1.33,0.4,0,6,0
"C12H24O6S1","aliphatic","lipid",-0.375,-0.8333,2,0.5,-6,1,-0.5
"C16H24O3S1","aliphatic","aliphatic",0.1852,-1,1.5,0.19,1,5,0.0625
"C16H24O5","aliphatic","aliphatic",0.1852,-0.875,1.5,0.31,0,5,0
"C17H28O4","aliphatic","aliphatic",0.1333,-1.1765,1.65,0.24,0,4,0
"C14H19O6N1","unsaturated/lignin","unsaturated/lignin",0.2,-0.2857,1.36,0.43,-1,6,-0.0714
"C15H23O5N1","aliphatic","aliphatic+N",0.1304,-0.6667,1.53,0.33,-1,5,-0.0667
"C12H10O9","unsaturated/lignin","unsaturated/lignin",0.4667,0.6667,0.83,0.75,-1,8,-0.0833
"C13H14O6S1","unsaturated/lignin","unsaturated/lignin",0.3333,0,1.08,0.46,0,7,0
"C13H14O8","unsaturated/lignin","unsaturated/lignin",0.3333,0.1538,1.08,0.62,-1,7,-0.0769
"C17H14O5","aromatic","aromatic",0.5862,-0.2353,0.82,0.29,6,11,0.3529
"C14H18O5S1","unsaturated/lignin","unsaturated/lignin",0.2381,-0.4286,1.29,0.36,0,6,0
"C12H22O4S1","aliphatic","aliphatic",-0.1111,-1,1.83,0.33,-3,2,-0.25
"C14H18O7","unsaturated/lignin","unsaturated/lignin",0.2381,-0.2857,1.29,0.5,-1,6,-0.0714
"C11H22O7S1","aliphatic","lipid",-0.5385,-0.5455,2,0.64,-7,1,-0.6364
"C18H18O4","unsaturated/lignin","unsaturated/lignin",0.5,-0.5556,1,0.22,6,10,0.3333
"C15H22O4S1","unsaturated/lignin","unsaturated/lignin",0.1667,-0.8,1.47,0.27,0,5,0
"C13H26O3S1","aliphatic","lipid",-0.1429,-1.3846,2,0.23,-3,1,-0.2308
"C15H22O6","unsaturated/lignin","unsaturated/lignin",0.1667,-0.6667,1.47,0.4,-1,5,-0.0667
"C12H26O6S1","aliphatic","lipid",-0.5,-1,2.17,0.5,-7,0,-0.5833
"C19H22O3","unsaturated/lignin","unsaturated/lignin",0.4286,-0.8421,1.16,0.16,6,9,0.3158
"C16H26O3S1","aliphatic","aliphatic",0.1111,-1.125,1.62,0.19,0,4,0
"C16H26O5","aliphatic","aliphatic",0.1111,-1,1.62,0.31,-1,4,-0.0625
"C17H30O4","aliphatic","aliphatic",0.0667,-1.2941,1.76,0.24,-1,3,-0.0588
"C12H13O6N1S1","unsaturated/lignin","unsaturated/lignin",0.2857,0.3333,1.08,0.5,-1,7,-0.0833
"C14H21O6N1","aliphatic","aliphatic+N",0.1,-0.4286,1.5,0.43,-2,5,-0.1429
"C15H25O5N1","aliphatic","aliphatic+N",0.0435,-0.8,1.67,0.33,-2,4,-0.1333
"C15H8O7","condensed aromatic","condensed aromatic",0.7391,0.4,0.53,0.47,5,12,0.3333
"C12H12O7S1","unsaturated/lignin","unsaturated/lignin",0.3333,0.3333,1,0.58,-1,7,-0.0833
"C16H12O6","aromatic","aromatic",0.6154,0,0.75,0.38,5,11,0.3125
"C13H16O6S1","unsaturated/lignin","unsaturated/lignin",0.2222,-0.1538,1.23,0.46,-1,6,-0.0769
"C13H16O8","unsaturated/lignin","unsaturated/lignin",0.2222,0,1.23,0.62,-2,6,-0.1538
"C17H16O5","aromatic","aromatic",0.5172,-0.3529,0.94,0.29,5,10,0.2941
"C14H20O5S1","unsaturated/lignin","unsaturated/lignin",0.1429,-0.5714,1.43,0.36,-1,5,-0.0714
"C14H20O7","unsaturated/lignin","unsaturated/lignin",0.1429,-0.4286,1.43,0.5,-2,5,-0.1429
"C12H24O6","aliphatic","lipid",-0.2222,-1,2,0.5,-5,1,-0.4167
"C18H20O4","unsaturated/lignin","unsaturated/lignin",0.4375,-0.6667,1.11,0.22,5,9,0.2778
"C15H24O4S1","aliphatic","aliphatic",0.0833,-0.9333,1.6,0.27,-1,4,-0.0667
"C15H25O4P1","aliphatic","aliphatic",0.0833,-1.1333,1.67,0.27,-1,4,-0.0667
"C13H28O3S1","aliphatic","lipid",-0.2381,-1.5385,2.15,0.23,-4,0,-0.3077
"C15H24O6","aliphatic","aliphatic",0.0833,-0.8,1.6,0.4,-2,4,-0.1333
"C19H24O3","unsaturated/lignin","unsaturated/lignin",0.3714,-0.9474,1.26,0.16,5,8,0.2632
"C16H28O5","aliphatic","aliphatic",0.037,-1.125,1.75,0.31,-2,3,-0.125
"C17H32O4","aliphatic","aliphatic",0,-1.4118,1.88,0.24,-2,2,-0.1176
"C18H36O3","aliphatic","lipid",-0.0303,-1.6667,2,0.17,-2,1,-0.1111
"C16H15O5N1","aromatic","aromatic",0.52,-0.125,0.94,0.31,4,10,0.25
"C13H19O5N1S1","unsaturated/lignin","unsaturated/lignin",0.0588,-0.3077,1.46,0.38,-2,5,-0.1538
"C14H23O6N1","aliphatic","aliphatic+N",0,-0.5714,1.64,0.43,-3,4,-0.2143
"C15H27O5N1","aliphatic","aliphatic+N",-0.0435,-0.9333,1.8,0.33,-3,3,-0.2
"C15H10O7","aromatic","aromatic",0.6522,0.2667,0.67,0.47,4,11,0.2667
"C12H14O7S1","unsaturated/lignin","unsaturated/lignin",0.2,0.1667,1.17,0.58,-2,6,-0.1667
"C16H14O6","aromatic","aromatic",0.5385,-0.125,0.88,0.38,4,10,0.25
"C13H18O6S1","unsaturated/lignin","unsaturated/lignin",0.1111,-0.3077,1.38,0.46,-2,5,-0.1538
"C13H18O8","unsaturated/lignin","unsaturated/lignin",0.1111,-0.1538,1.38,0.62,-3,5,-0.2308
"C17H18O5","unsaturated/lignin","unsaturated/lignin",0.4483,-0.4706,1.06,0.29,4,9,0.2353
"C14H22O5S1","aliphatic","aliphatic",0.0476,-0.7143,1.57,0.36,-2,4,-0.1429
"C14H22O7","aliphatic","aliphatic",0.0476,-0.5714,1.57,0.5,-3,4,-0.2143
"C18H22O4","unsaturated/lignin","unsaturated/lignin",0.375,-0.7778,1.22,0.22,4,8,0.2222
"C15H26O4S1","aliphatic","aliphatic",0,-1.0667,1.73,0.27,-2,3,-0.1333
"C19H26O1S1","unsaturated/lignin","unsaturated/lignin",0.3143,-1.1579,1.37,0.05,5,7,0.2632
"C15H26O6","aliphatic","aliphatic",0,-0.9333,1.73,0.4,-3,3,-0.2
"C19H26O3","unsaturated/lignin","unsaturated/lignin",0.3143,-1.0526,1.37,0.16,4,7,0.2105
"C16H30O5","aliphatic","aliphatic",-0.037,-1.25,1.88,0.31,-3,2,-0.1875
"C15H13O6N1","aromatic","aromatic",0.5455,0.1333,0.87,0.4,3,10,0.2
"C12H17O6N1S1","unsaturated/lignin","unsaturated/lignin",0,0,1.42,0.5,-3,5,-0.25
"C16H17O5N1","unsaturated/lignin","unsaturated/lignin",0.44,-0.25,1.06,0.31,3,9,0.1875
"C15H12O7","aromatic","aromatic",0.5652,0.1333,0.8,0.47,3,10,0.2
"C12H16O7S1","unsaturated/lignin","unsaturated/lignin",0.0667,0,1.33,0.58,-3,5,-0.25
"C16H16O6","unsaturated/lignin","unsaturated/lignin",0.4615,-0.25,1,0.38,3,9,0.1875
"C13H20O6S1","aliphatic","aliphatic",0,-0.4615,1.54,0.46,-3,4,-0.2308
"C13H20O8","aliphatic","aliphatic",0,-0.3077,1.54,0.62,-4,4,-0.3077
"C17H20O5","unsaturated/lignin","unsaturated/lignin",0.3793,-0.5882,1.18,0.29,3,8,0.1765
"C14H24O5S1","aliphatic","aliphatic",-0.0476,-0.8571,1.71,0.36,-3,3,-0.2143
"C14H24O7","aliphatic","aliphatic",-0.0476,-0.7143,1.71,0.5,-4,3,-0.2857
"C18H24O4","unsaturated/lignin","unsaturated/lignin",0.3125,-0.8889,1.33,0.22,3,7,0.1667
"C19H28O1S1","unsaturated/lignin","unsaturated/lignin",0.2571,-1.2632,1.47,0.05,4,6,0.2105
"C15H28O6","aliphatic","aliphatic",-0.0833,-1.0667,1.87,0.4,-4,2,-0.2667
"C19H28O3","unsaturated/lignin","unsaturated/lignin",0.2571,-1.1579,1.47,0.16,3,6,0.1579
"C16H32O5","aliphatic","lipid",-0.1111,-1.375,2,0.31,-4,1,-0.25
"C15H15O6N1","unsaturated/lignin","unsaturated/lignin",0.4545,0,1,0.4,2,9,0.1333
